valid/O/precision,0.396859386152748,1
valid/O/precision,0.008684273138234595,1
valid/O/precision,0.5102307875327148,2
valid/O/precision,0.8791339519390912,3
valid/O/precision,0.48060908874613373,4
valid/O/precision,0.9791815369973829,5
valid/O/precision,0.6408517725434214,1
valid/O/precision,0.698429693076374,1
valid/O/precision,0.9657387580299786,2
valid/O/precision,0.8661670235546038,3
valid/O/precision,0.8527242445871996,4
valid/O/precision,0.820842255531763,5
valid/O/precision,0.7287651677373305,1
valid/O/precision,0.7391149179157744,1
valid/O/precision,0.53604568165596,2
valid/O/precision,0.7956221746371639,3
valid/O/precision,0.9350463954318344,4
valid/O/precision,0.8855579348084701,5
valid/O/precision,0.8154889364739472,1
valid/O/precision,0.6250297406614324,1
valid/O/precision,0.9160123721151558,2
valid/O/precision,0.6755888650963597,3
valid/O/precision,0.728051391862955,4
valid/O/precision,0.9555079704972639,5
valid/O/precision,0.8478467761123007,1
valid/O/precision,0.9245776826076612,1
valid/O/precision,0.950154651439448,2
valid/O/precision,0.9791815369973829,3
valid/O/precision,0.8876992624315965,4
valid/O/precision,0.9683559362360219,5
valid/O/precision,0.8837734951225316,1
valid/O/precision,0.9748988817511302,1
valid/O/precision,0.8357125862479181,2
valid/O/precision,0.9885795860099929,3
valid/O/precision,0.923982869379015,4
valid/O/precision,0.8959076849869141,5
valid/O/precision,0.9129193433261956,1
valid/O/precision,0.9728765167737331,1
valid/O/precision,0.940756602426838,2
valid/O/precision,0.9791815369973829,3
valid/O/precision,0.9596716630977873,4
valid/O/precision,0.9791815369973829,5
valid/O/precision,0.9292172257911016,1
valid/O/precision,0.9326671425172496,1
valid/O/precision,0.9827504163692601,2
valid/O/precision,0.9771591720199857,3
valid/O/precision,0.9752557696883178,4
valid/O/precision,0.9914346895074947,5
valid/O/precision,0.9344515822031882,1
valid/O/precision,0.937782536283607,1
valid/O/precision,0.9534856055198667,2
valid/O/precision,0.999524149417083,3
valid/O/precision,0.987627884844159,4
valid/O/precision,0.9737092552938378,5
valid/O/recall,0.945042492917847,1
valid/O/recall,0.5983606557377049,1
valid/O/recall,0.8826919119160321,2
valid/O/recall,0.8678802113916618,3
valid/O/recall,0.8857706643279982,4
valid/O/recall,0.8673340358271865,5
valid/O/recall,0.9469150993144665,1
valid/O/recall,0.8968835930339139,1
valid/O/recall,0.8700964630225081,2
valid/O/recall,0.8732309906452387,3
valid/O/recall,0.8877879613574436,4
valid/O/recall,0.8962202883491363,5
valid/O/recall,0.9424615384615385,1
valid/O/recall,0.9165068594187933,1
valid/O/recall,0.9317617866004962,2
valid/O/recall,0.9222283507997794,3
valid/O/recall,0.9144851657940664,4
valid/O/recall,0.9112498469824948,5
valid/O/recall,0.9394271618473345,1
valid/O/recall,0.9245117015660742,1
valid/O/recall,0.915685574979189,2
valid/O/recall,0.9076234617228703,3
valid/O/recall,0.9204391637840277,4
valid/O/recall,0.910657596371882,5
valid/O/recall,0.9417283298097252,1
valid/O/recall,0.9139228598306679,1
valid/O/recall,0.9133218982275586,2
valid/O/recall,0.9115171650055371,3
valid/O/recall,0.9169329073482428,4
valid/O/recall,0.8792395765824152,5
valid/O/recall,0.943484886969774,1
valid/O/recall,0.9101510439804531,1
valid/O/recall,0.9367915722096279,2
valid/O/recall,0.8866837387964148,3
valid/O/recall,0.9432839446198689,4
valid/O/recall,0.942907224239389,5
valid/O/recall,0.9429835340378472,1
valid/O/recall,0.9302695939028552,1
valid/O/recall,0.9475197699496765,2
valid/O/recall,0.9287971112615663,3
valid/O/recall,0.9418563922942207,4
valid/O/recall,0.9041080843585237,5
valid/O/recall,0.9416515973477999,1
valid/O/recall,0.9515717926932881,1
valid/O/recall,0.9231199016649905,2
valid/O/recall,0.9253126056100034,3
valid/O/recall,0.93531089560753,4
valid/O/recall,0.9162269129287599,5
valid/O/recall,0.9413950143815916,1
valid/O/recall,0.9620453990724921,1
valid/O/recall,0.9593058049072412,2
valid/O/recall,0.8732979939715206,3
valid/O/recall,0.9195835179441737,4
valid/O/recall,0.9334017561865663,5
valid/O/f1,0.5589812332439679,1
valid/O/f1,0.017120075046904316,1
valid/O/f1,0.6466641537881643,2
valid/O/f1,0.8734708350570297,3
valid/O/f1,0.6231202282717668,4
valid/O/f1,0.9198703620920877,5
valid/O/f1,0.7643845335225257,1
valid/O/f1,0.7853130016051364,1
valid/O/f1,0.915426251691475,2
valid/O/f1,0.869684663162924,3
valid/O/f1,0.8699029126213592,4
valid/O/f1,0.8568767463520646,5
valid/O/f1,0.821950892258151,1
valid/O/f1,0.8183075403358577,1
valid/O/f1,0.6805618486633439,2
valid/O/f1,0.85425980329544,3
valid/O/f1,0.9246514910887597,4
valid/O/f1,0.8982202111613875,5
valid/O/f1,0.8730815767687703,1
valid/O/f1,0.7458300802044148,1
valid/O/f1,0.9158489443948855,2
valid/O/f1,0.7746027415944895,3
valid/O/f1,0.8130189305878445,4
valid/O/f1,0.9325438290955532,5
valid/O/f1,0.8923250281707775,1
valid/O/f1,0.9192193968066232,1
valid/O/f1,0.9313742638913183,2
valid/O/f1,0.9441385638908006,3
valid/O/f1,0.9020793036750483,4
valid/O/f1,0.9216485507246377,5
valid/O/f1,0.9126535626535627,1
valid/O/f1,0.9414129810453762,1
valid/O/f1,0.8833700094309965,2
valid/O/f1,0.9348633142085724,3
valid/O/f1,0.9335336538461538,4
valid/O/f1,0.9188068077838102,5
valid/O/f1,0.927707930367505,1
valid/O/f1,0.9510961214165261,1
valid/O/f1,0.9441260744985674,2
valid/O/f1,0.9533240676395646,3
